Name,Branch,Age,Education,Income_K,Deposit
"Schneider, Logan",Kent,29,2. HS Grad,52.7,5146.57
"Ray, Andrew",Stow,47,4. College Grad,71.1,6925.92
"Fajardo, Jesse",Twinsburg,52,4. College Grad,45.1,6889.96
"Bryant, Essence",Akron,50,2. HS Grad,24.2,3950.64
"Bell, Jeremy",Kent,47,5. Advanced Degree,77.2,9332.27
"Walker, Aaron",Kent,30,3. Some College,62.6,7907.66
"Rains, Brianna",Fairlawn,34,5. Advanced Degree,188.2,25543.77
"Yi, Daniel",Fairlawn,42,1. < HS Grad,44.4,3917.23
"Johnson, Briana",Akron,36,2. HS Grad,51.6,7340.38
"Coates, Oh",Akron,35,2. HS Grad,62.6,5758.86
"Cisneros, Miriam",Fairlawn,36,4. College Grad,85.7,11357.78
"Kunau, Sean",Kent,39,4. College Grad,53.5,5757.2
"Chirdon, Micah",Akron,57,2. HS Grad,57.9,6411.95
"Langbata, Christian",Fairlawn,32,5. Advanced Degree,73,8951.62
"Naranjo, Jabril",Kent,63,2. HS Grad,42.7,6204.41
"Flores, Gabriel",Fairlawn,53,5. Advanced Degree,69.4,7704.5
"Aguayo, Devin",Akron,41,2. HS Grad,47.5,5112.1
"Nickle, Rockelle",Fairlawn,51,2. HS Grad,60.9,6529.3
"Tafoya, Abigail",Hudson,36,5. Advanced Degree,101.4,12550.53
"Dettmann, Douglas",Akron,39,4. College Grad,43.2,3766.15
"Ashing, Yessenia",Stow,42,4. College Grad,57.3,6053.58
"Kawamoto, Tai",Twinsburg,55,5. Advanced Degree,35.2,3921.74
"Madril, Edgar",Kent,42,1. < HS Grad,33.7,4459.76
"Ma, Alfred",Akron,30,4. College Grad,36.3,2710.08
"Carroll, Rhemedio",Kent,19,2. HS Grad,50.3,4220.24
"Mathis, Dieudonne",Akron,36,4. College Grad,55.9,6949.01
"Nay, Jonathan",Fairlawn,37,2. HS Grad,73.4,9142.8
"Vigil, Christian",Akron,66,4. College Grad,20.8,3057.37
"Laporta, Nicholas",Fairlawn,50,2. HS Grad,44.1,4028.64
"Hochmuth, Der",Akron,61,3. Some College,76,9901.45
"Castro, Alexis",Fairlawn,56,4. College Grad,108.3,12974.73
"Ripple, Alexander",Akron,37,5. Advanced Degree,69.3,6910.83
"Trueblood, Terrance",Akron,26,2. HS Grad,65.1,8075.9
"Billups, David",Akron,47,1. < HS Grad,38.4,5214.11
"Tang, Cuong",Kent,47,2. HS Grad,39,3832.26
"Garrett, Kiana",Fairlawn,31,3. Some College,62.7,7081.69
"Mattice, Justin",Stow,53,5. Advanced Degree,88.3,11585.05
"Mack, J'Kahra",Kent,49,2. HS Grad,36.7,3269.97
"Mireles, Monique",Akron,44,2. HS Grad,57.7,7725.31
"Lenon, Cameron",Fairlawn,42,5. Advanced Degree,194.7,28444.18
"Filatova, Kathrine",Fairlawn,20,2. HS Grad,25.7,2955.35
"Smith, Sharnell",Kent,49,3. Some College,74,7592.73
"Saldana, Derrick",Hudson,29,2. HS Grad,38.3,3124.18
"Strickland, Marcus",Kent,45,5. Advanced Degree,58.2,7994.48
"Black, Leroy",Fairlawn,39,1. < HS Grad,50.7,7238.66
"Quick Bear, Amanda",Akron,32,3. Some College,48.9,5354.54
"Bond, Mychole",Akron,41,1. < HS Grad,40,4824.22
"Mitchell, Donisha",Kent,36,1. < HS Grad,44,4146.9
"Torres, Catherine",Hudson,52,4. College Grad,123.8,17415.59
"Carter, Savannah",Akron,47,2. HS Grad,53.1,7091.45
"Bubeck, Kanyon",Twinsburg,55,3. Some College,83.2,11314.87
"Burnett, Michelle",Fairlawn,31,1. < HS Grad,40.2,6264.19
"Avila, Jacob",Fairlawn,44,4. College Grad,88.2,12257.09
"Breazell, Chloe",Solon,58,2. HS Grad,54,5093.81
"Passeck, Zachary",Fairlawn,50,2. HS Grad,58,6991.68
"Bobian-Casey, Bryan",Solon,33,4. College Grad,69.1,6323.42
"Stepner, Alanna",Hudson,56,4. College Grad,47.6,7149.23
"Chen, Christine",Akron,62,3. Some College,174.7,24628.81
"Lucero, Anthony",Akron,44,3. Some College,33.9,4705.15
"Renteria, Esteban",Hudson,42,5. Advanced Degree,91.5,11983.76
"Apineru, Bryant",Kent,32,2. HS Grad,35.1,3525.93
"Cornelius, Dakota",Akron,52,3. Some College,59.9,5260.86
"Mohr, Joshua",Akron,52,3. Some College,56.5,5815.61
"Atwater, Brittany",Kent,53,3. Some College,54.8,7760.4
"Machado, Salomon",Akron,36,2. HS Grad,35.6,3530.25
"Kunam, Sean",Hudson,53,3. Some College,71.3,9275.49
"Verde, Dominiqua",Fairlawn,32,4. College Grad,47.8,5844.7
"Ho, Tylon",Fairlawn,33,2. HS Grad,61.2,7824.09
"Norman, Elle",Akron,55,2. HS Grad,79.8,7656.86
"Perez, Daniel",Fairlawn,28,2. HS Grad,50.2,5899.5
"Gonzalez, Freddy",Fairlawn,55,4. College Grad,56.3,7082.96
"Metts, Alexander",Akron,58,3. Some College,39.2,5862.99
"Novoa Saravia, Daisy",Stow,51,5. Advanced Degree,60.6,5669.48
"Ong, Jerry",Twinsburg,32,4. College Grad,40.9,6222.26
"Arellano, Ashley",Akron,40,2. HS Grad,34,5387.04
"Tefera, Marcus",Fairlawn,41,2. HS Grad,66.7,9240.61
"Andrews, Maggie Rose",Akron,51,5. Advanced Degree,98.6,10936.36
"Quiroz, Arturo",Kent,47,3. Some College,56.9,5532.71
"Dearing, De Aries",Fairlawn,61,2. HS Grad,71.4,7992.95
"Rosendo, Joshua",Stow,29,3. Some College,43.9,4906.3
"Ferguson, Dylan",Kent,20,2. HS Grad,31.9,4691.62
"Kang, Jacob",Akron,47,5. Advanced Degree,48.7,4994.75
"Gurule, Andrew",Fairlawn,30,4. College Grad,41.3,6204.55
"Begay, Shelby",Fairlawn,33,4. College Grad,66.8,9118.68
"Burden, Shavonna",Akron,31,2. HS Grad,26.4,2519.35
"Bennington, Nicholas",Twinsburg,55,4. College Grad,70.3,7361.92
"Payan, Evalise",Stow,55,1. < HS Grad,25.2,1878.49
"Blackbear, Shania",Kent,19,2. HS Grad,23.6,3613.45
"Wallace, Kenna",Fairlawn,46,2. HS Grad,73.9,7442.77
"Mayes, Quayshawn",Solon,30,2. HS Grad,45.7,5870.92
"Dong, Savdeep",Fairlawn,36,4. College Grad,70.4,7946.24
"Park, Nam",Kent,40,2. HS Grad,28.6,4300.71
"Viruet, Manuel",Fairlawn,52,5. Advanced Degree,94.8,9677.79
"Randolph, Sharice",Akron,23,2. HS Grad,29.3,4226.88
"Navakuku, Aranda",Akron,40,4. College Grad,51.7,6847.01
"Donaldson, Jalynn",Fairlawn,41,3. Some College,86.6,12127.33
"Trinh, Inah Carmela",Solon,40,2. HS Grad,98.4,13160.45
"Kehmeier, Lacey",Akron,51,5. Advanced Degree,81.4,9923.06
"Olson, Zachary",Kent,43,4. College Grad,121.7,14588
"Lee, Brandon",Akron,61,1. < HS Grad,46,6628.3
"Lira, Daniel",Fairlawn,41,4. College Grad,57.1,4813.55
"Vasquez, Jenacie",Akron,67,2. HS Grad,42.9,6521.02
"Campbell, Kerrin",Hudson,52,5. Advanced Degree,98.7,12266.03
"Boyd, Cristina",Kent,33,5. Advanced Degree,43.9,5220.67
"Martinez, Malachi",Kent,55,2. HS Grad,52.3,6436.56
"Varghese, Trong",Fairlawn,46,3. Some College,74.5,7790.62
"Black, E'Monie",Hudson,49,2. HS Grad,114.9,16196.22
"Mcgaughy, Champaine",Twinsburg,67,4. College Grad,45.2,6382.72
"White, Mary",Solon,48,2. HS Grad,54.9,7763.26
"Garrett, Aaron",Hudson,43,4. College Grad,126.3,14028.87
"O'Connell, Drake",Twinsburg,57,3. Some College,51.3,4349.47
"Barksdale, Joshanna",Akron,50,2. HS Grad,57.5,8305.55
"Nandih, Mallory",Twinsburg,33,5. Advanced Degree,61.5,7665.25
"Asif, Vincent",Solon,45,2. HS Grad,30.3,2639.74
"Houangvilay, Andrew",Fairlawn,48,4. College Grad,108.2,14660.28
"Zordani, Jessica",Hudson,34,4. College Grad,94.1,10809.85
"Achziger, Mikayla",Akron,48,4. College Grad,80.8,10344.6
"Ross, Lexine",Twinsburg,55,2. HS Grad,41,4163.64
"Zensen, Kelly",Twinsburg,26,3. Some College,69.1,6657.39
"Williams, Brittney",Hudson,51,4. College Grad,91.9,11235.26
"David, Morgan",Fairlawn,50,2. HS Grad,76.9,8922.17
"Hernandez Rios, Gabriel",Akron,35,2. HS Grad,48,5300.53
"Neu, Jalen",Hudson,40,3. Some College,93.1,11592.75
"Reddell, Cheyenne",Akron,35,4. College Grad,58.6,5541.94
"Rinhart, Shelby",Fairlawn,46,4. College Grad,70.1,8358.26
"Diosdado, Don",Fairlawn,54,2. HS Grad,56.6,6839.5
"Palacios-Herrera, Justin",Solon,60,2. HS Grad,49.9,5500.61
"Chavez, Daniel",Twinsburg,51,3. Some College,49,6515.16
"King, Beatrice",Fairlawn,39,4. College Grad,90.6,11540.5
"Ulibarri, Fransisco",Kent,48,3. Some College,64.3,7761.98
"Lam, Lia",Kent,26,5. Advanced Degree,36.5,3649.85
"Kellenberger, Risa",Twinsburg,47,2. HS Grad,40.7,3914.44
"Murr, Angelo",Kent,34,2. HS Grad,82.6,9778.81
"Song, Tiffany",Hudson,41,2. HS Grad,55.7,6804.56
"Singh, Than",Solon,29,2. HS Grad,38,5159.76
"Manley, Carrie",Fairlawn,27,3. Some College,58.6,7694.69
"Corona, Michael",Fairlawn,45,5. Advanced Degree,45.5,5037.13
"Juniel, Una",Solon,52,3. Some College,45.1,5268.94
"Taylor, Emmanuel",Stow,49,2. HS Grad,35.8,4979.18
"Sounakhene, Jeanne",Hudson,57,4. College Grad,41.6,4615
"Asmarzadeh, Tram-Anh",Akron,22,1. < HS Grad,18.6,1267.64
"Hill, Shannon",Akron,47,4. College Grad,54,4637.79
"Smith, Gary",Stow,58,3. Some College,84.3,8929.47
"Sarabia Rios, Robin",Akron,43,3. Some College,60.7,5423.15
"Trese, James",Akron,47,1. < HS Grad,40,4920.34
"Lujan, Austin",Twinsburg,51,3. Some College,57.5,6710.73
"Jenkins, Gabrielle",Akron,30,1. < HS Grad,28.5,4800.63
"Robinson, Jerod",Kent,20,3. Some College,49.4,7339.79
"Shooner, Randy",Akron,21,2. HS Grad,20.8,1933.23
"Martinez, Samantha",Fairlawn,41,1. < HS Grad,59.9,6624.63
"De La Torre, Nicolas",Fairlawn,52,4. College Grad,49.2,4919.45
"Dolbeare, Avidus",Fairlawn,52,2. HS Grad,59.2,5964.46
"Coleman, William",Fairlawn,48,2. HS Grad,39.1,3360.05
"Harden, Elly",Fairlawn,56,4. College Grad,85.8,8956.7
"Page, Bryant",Akron,80,2. HS Grad,45.3,6057.34
"Spahn, Izabella",Hudson,57,4. College Grad,73.2,9399.78
"Mebane, Jasmine",Twinsburg,26,2. HS Grad,35.9,3874.24
"Meline, Ashley",Kent,43,2. HS Grad,17.3,3018.86
"White, Sarah",Akron,30,2. HS Grad,49.3,4645.44
"Davis, Keysean",Kent,18,3. Some College,31.9,3228.7
"Martin, Charles",Akron,29,3. Some College,31.1,4575.34
"Kappel, Katlyn",Kent,43,2. HS Grad,46,4710.57
"Sissoko, Brittany",Fairlawn,61,4. College Grad,73,10210.99
"Moore, Tresean",Stow,52,5. Advanced Degree,73.5,9383.07
"Toves, Erik",Akron,50,1. < HS Grad,31.3,3737.76
"Mayer, Pedro",Stow,33,4. College Grad,69.7,6706.48
"Kim, Brandon",Kent,32,1. < HS Grad,29.3,3549.11
"Sanchez, Alondra",Hudson,46,3. Some College,76.8,9470.23
"Richards, Brooke",Kent,44,2. HS Grad,105.5,14118
"Fraley, Guadalupe",Akron,49,4. College Grad,56.6,6485.72
"Santibanez, Luis",Fairlawn,30,4. College Grad,90.7,10206.6
"Amphonephong, Skyeler",Fairlawn,38,2. HS Grad,36.2,2951.73
"Mason, Nicole",Akron,38,2. HS Grad,30.5,2529.51
"Cortez, Sophia",Akron,44,5. Advanced Degree,56,6313.15
"Lor, Kelly",Solon,37,2. HS Grad,49.7,6507.38
"Millar, Caitlan",Hudson,24,3. Some College,50.1,6993.11
"Shaw, Kedar",Kent,55,3. Some College,74.9,9664.47
"Maldonado, Alexis",Twinsburg,24,1. < HS Grad,15.6,2539.16
"Hatchett, Joshua",Hudson,35,3. Some College,40.7,3639.66
"Abel, A'Keem",Kent,47,5. Advanced Degree,70.2,10116.7
"Ryan, Brett",Hudson,40,2. HS Grad,51.2,6380.92
"Doherty, Alex",Kent,50,4. College Grad,102.6,10978.74
"Mann, Allen",Fairlawn,51,5. Advanced Degree,90.3,12370.21
"Arviso, Seth",Hudson,42,3. Some College,191.1,27882.32
"Cooks, Hope",Kent,42,4. College Grad,103.9,14902.52
"Domingo, Ebony",Twinsburg,29,5. Advanced Degree,63,5835.78
"Brown, Nico",Akron,32,4. College Grad,89.6,12398.94
"Lofton, Nathaniel",Akron,33,3. Some College,62.1,6873.1
"Lansing, Wyleen",Fairlawn,19,1. < HS Grad,31.4,3033.72
"Lovato, Roxann",Fairlawn,48,2. HS Grad,67.7,9805.92
"Ellison, Ian",Stow,38,4. College Grad,64.3,8035.73
"Dean, Almiranda",Fairlawn,48,2. HS Grad,62.8,8315.57
"Ruiz, Jacob",Akron,58,5. Advanced Degree,176.5,24436.18
"Childs, Mikayla",Solon,34,3. Some College,33.7,2653.13
"Whiteskunk, Shamika",Akron,49,2. HS Grad,43.1,3753.68
"Fiore, Elaine",Stow,42,5. Advanced Degree,86.7,11706.81
"Renteria Cobos, Jesus",Fairlawn,45,3. Some College,57.3,8455.02
"Wilson, Doan",Fairlawn,41,2. HS Grad,66.6,6766.94
"Berumen, Orlando",Twinsburg,42,4. College Grad,65.6,9321.22
"Salazar, Andrew",Akron,36,2. HS Grad,26.5,3370.44
"Martin, Hayden",Fairlawn,48,5. Advanced Degree,79.3,8253.15
"Dorrington, Erika",Akron,39,3. Some College,33,2850.05
"Leiva, Michael",Kent,48,2. HS Grad,71.3,8671.46
"Berg, Randall",Kent,34,4. College Grad,33.4,2746.98
"Haas, Koi",Akron,51,4. College Grad,60.3,6667.7
"Perry, Dante",Stow,69,2. HS Grad,39.5,5298.29
"Heath, Wyatt",Akron,46,1. < HS Grad,45,5519.93
"Renehan, Mimi",Stow,32,3. Some College,63.2,8669.26
"White, Sadaiah",Fairlawn,35,4. College Grad,77.7,10184.42
"Woo, Kai",Fairlawn,28,3. Some College,78.1,7402.45
"Watson, Shardae",Fairlawn,40,1. < HS Grad,51.1,5605.44
"Ramirez, Andrea",Akron,47,1. < HS Grad,38.3,3093.27
"Hockman, Garth",Solon,57,5. Advanced Degree,42,4807.76
"Ashby, Detrick",Kent,44,1. < HS Grad,42.7,3739.77
"Davis, Ta'Tiana",Akron,60,4. College Grad,65.4,7753.95
"Bonsu, Timothy",Fairlawn,22,1. < HS Grad,46,4336.25
"Steed, Coltin",Akron,63,4. College Grad,93.4,11111.46
"Garza Munoz, Dylan",Stow,40,2. HS Grad,28.6,4712.22
"Watts-Hight, David",Kent,34,5. Advanced Degree,80.7,11169.08
"Sutton, Taylor",Akron,37,3. Some College,46.3,6017.62
"Adolpho-Rivera, Anna",Stow,30,2. HS Grad,46,4434.91
"Mejia-Segundo, Raymond",Twinsburg,33,1. < HS Grad,27.6,3595.42
"Fisher, Janell",Akron,58,5. Advanced Degree,28,3713.05
"Davidson, Kameron",Kent,35,3. Some College,76.7,8439.43
"Smith, Destiny",Solon,45,4. College Grad,73.6,8618.44
"Purdham, Alana",Twinsburg,58,4. College Grad,185.3,23640.73
"Lopez, Roger",Akron,35,3. Some College,56.7,5259.55
"Greco, Michelle",Akron,44,4. College Grad,57,6149.46
"Cardoza, Clayton",Akron,36,4. College Grad,51.9,5944.75
"Begay, Sequoia",Stow,53,4. College Grad,71.2,7148.93
"Lang, Jane",Kent,19,2. HS Grad,30,2903.89
"Sharma, Vivek",Fairlawn,42,4. College Grad,57.1,7556.44
"Michael, Reona",Kent,30,5. Advanced Degree,116.3,14295.23
"Tran, Laurie",Twinsburg,64,2. HS Grad,60.3,5747.17
"Orgler, Shae",Akron,37,2. HS Grad,34.3,5302.37
"Little, T'Ll-A",Stow,48,2. HS Grad,44.6,6170.79
"Hillsmon, Paris",Fairlawn,30,3. Some College,37.5,3087.22
"Jenkins, Chase",Fairlawn,79,2. HS Grad,42.5,5998.35
"Nakai, Marcus",Kent,32,3. Some College,48.9,5102.62
"Allen, Alfred",Kent,21,4. College Grad,41.1,3496
"Mindt, Mitchell",Hudson,50,2. HS Grad,86.2,9505.19
"Kim, Phu",Kent,34,1. < HS Grad,31.8,3334.08
"Burrill, Jacob",Akron,53,4. College Grad,34.4,3953.26
"Grignon, Matthew",Akron,40,3. Some College,42.1,4438.59
"Williams, Nicholas",Stow,30,4. College Grad,70.2,6652.99
"Truefeather, Devyn",Akron,51,4. College Grad,62.8,5621.14
"Orosco Cruz, Jimmie",Kent,19,2. HS Grad,22.9,1520.59
"Bobo, Akayla",Akron,45,1. < HS Grad,53,4501.01
"Angel Contreras, Mariah",Stow,45,4. College Grad,54.5,5267.44
"Running-Rabbit, Mariah",Kent,39,3. Some College,89.1,12179.3
"Gemeda, Ahmed",Akron,46,3. Some College,45.6,6006.46
"Michieli, Brandon",Fairlawn,22,2. HS Grad,40,3645.34
"Jensen, Matthew",Solon,50,4. College Grad,47.9,6885.18
"Rials, Kensie",Solon,40,3. Some College,51.1,4288.79
"Alvarado-Rodriguez, Sabrina",Akron,41,3. Some College,58,6968.65
"Sharkey, Elberta",Hudson,39,2. HS Grad,86.4,8894.37
"Locke, Marcus",Fairlawn,44,2. HS Grad,45.5,4106.9
"Gonzales, Anissa",Fairlawn,41,1. < HS Grad,53.1,4442.21
"Rewerts, James",Akron,42,2. HS Grad,35.7,4831.93
"Burciaga-Munoz, Murielly",Akron,28,4. College Grad,20.5,3800.39
"Tong, Alexander",Akron,36,3. Some College,35.7,2687.94
"Reeves, Taylor",Fairlawn,39,5. Advanced Degree,83.6,11045.94
"Gamble, Victor",Kent,45,1. < HS Grad,52.8,4745.86
"Bolton, Romello",Twinsburg,46,4. College Grad,51.2,5686.67
"Ahasteen, Riley",Fairlawn,22,2. HS Grad,39.1,5692.4
"Hargis, Kadeja",Kent,45,5. Advanced Degree,89.4,9902.6
"Arruda, Han",Akron,32,4. College Grad,52.1,4579.39
"Avila, Jimmy",Fairlawn,27,4. College Grad,27.3,2845.21
"Vue, Jerry",Akron,66,5. Advanced Degree,55.1,4561.3
"Wall, Julliene",Akron,29,4. College Grad,44.8,4760.35
"Rhodes, Alexandria",Kent,50,3. Some College,49.7,6068.79
"Flores, Derik",Solon,53,3. Some College,106.2,11628.51
"Batson, Kacei",Kent,35,3. Some College,42.9,5880.41
"Yazzie, Rachel",Kent,49,3. Some College,46.1,5508.18
"Tan, James",Fairlawn,32,4. College Grad,77.6,8627.02
"Teshale, Bilal",Akron,64,3. Some College,187.9,24683.28
"Maestas, Alondra",Fairlawn,49,2. HS Grad,43.9,5389.87
"Lor, Jessica",Akron,40,2. HS Grad,40.8,5234.83
"Parthasarathy, Karen",Fairlawn,65,2. HS Grad,50.3,4039.84
"Lee, Joshua",Kent,29,3. Some College,54.9,7210.77
"Caramillo, Kari",Fairlawn,46,3. Some College,52.1,5053.74
"Swanson, Ryoga",Kent,34,5. Advanced Degree,97.5,10431.72
"Nguyen, Angela",Akron,54,4. College Grad,52.9,7810.35
"Sanmiguel, Marisa",Hudson,52,3. Some College,57.8,5680.04
"Doan, Michelle",Fairlawn,29,2. HS Grad,42.7,3572.36
"Martinez, Jason",Solon,67,4. College Grad,34.9,2451.76
"Chado, Maija",Akron,65,2. HS Grad,38.2,2778.15
"Price, Wyatt",Akron,32,4. College Grad,38.7,4146.89
"Roche, Samuel",Kent,39,2. HS Grad,63.2,5490.56
"Few, Dajah",Kent,40,3. Some College,63.3,5603.1
"Lillmars, Benjamin",Akron,58,2. HS Grad,35.1,5492.61
"Smith, Terrell",Akron,28,2. HS Grad,21.9,3471.73
"Alvidrez, Josephine",Kent,50,2. HS Grad,64.7,5743.6
"Halcomb, Marquis",Kent,52,2. HS Grad,46.2,5358.87
"Henry, Larry",Stow,20,2. HS Grad,29.3,2342.92
"Rouse, Samba",Akron,31,4. College Grad,74.5,9744.3
"Vu, Kevin",Twinsburg,45,1. < HS Grad,42,4980.59
"Banuelos, Destiny",Twinsburg,38,4. College Grad,61.1,8464.97
"Lefler, Evan",Fairlawn,33,5. Advanced Degree,98.1,10599.96
"Thompson, Angelica",Kent,18,4. College Grad,45.1,4242.94
"Gonzalez, Jordan",Akron,33,4. College Grad,76.2,9331.71
"Weaver, Matthew",Kent,25,3. Some College,46.2,6059.68
"Hyden-Terry, Dakota",Fairlawn,43,4. College Grad,48.9,5834.69
"Shafi, Woo Bin",Hudson,56,2. HS Grad,58.2,6170.84
"Tsering, Julie",Fairlawn,28,4. College Grad,69.5,6387.14
"Cotton, Zaquala",Fairlawn,22,2. HS Grad,42.1,5189.4
"Deveyra, Jacob",Fairlawn,72,1. < HS Grad,19.7,2587.59
"Gonzales, Stephanie",Akron,26,2. HS Grad,27.2,4548.9
"Mesikapp, Will",Twinsburg,47,2. HS Grad,64.3,8373.2
"Wiegand Brown, Ondrey",Fairlawn,53,2. HS Grad,44.7,6849.28
"Percell, Taylor",Akron,25,2. HS Grad,31.9,3269.02
"Al Amin Jr, Nora",Akron,58,3. Some College,59.2,8448.47
"Lennie, Dallas",Fairlawn,24,3. Some College,46.2,6428.35
"Wahleithner, Maurice",Fairlawn,33,1. < HS Grad,47.4,4594.25
"Flyinghawk, Toni",Fairlawn,53,5. Advanced Degree,191.3,25445.76
"Milligan, Brandyn",Akron,59,3. Some College,47.8,6141
"Romero, Maria",Kent,44,3. Some College,47.2,6132.57
"Olsen, Kennedy",Fairlawn,28,4. College Grad,69.8,9465.31
"Arnold, Tony",Solon,36,4. College Grad,60.7,8380.6
"Hinton, Marquisea",Solon,44,3. Some College,53.1,6833.94
"Estrada, Dominick",Fairlawn,55,4. College Grad,192.9,27692.7
"Rodriguez, Tinesha",Akron,49,5. Advanced Degree,80.5,8658.79
"Lane, Kamaree",Solon,47,2. HS Grad,9.3,446.39
"Jones, Casey",Akron,27,2. HS Grad,46.4,5938.91
"Zamora, Jose",Kent,30,5. Advanced Degree,87.9,9156.97
"Swisher, Bethanie",Fairlawn,57,3. Some College,222.9,34106.09
"Chouaf, Hannah",Fairlawn,43,2. HS Grad,63.7,5988.27
"Daughtry, Linzi",Stow,43,4. College Grad,40.2,3123.43
"Ubungen Miller, Joshua",Hudson,35,4. College Grad,101.4,10345.67
"Landry, Cherrie May",Kent,54,5. Advanced Degree,107.9,13414.2
"Keller, Teanna",Kent,28,3. Some College,37.6,2955.98
"Dalton, Joel",Fairlawn,48,4. College Grad,88.8,9965.72
"Cuscaden, Brittany",Fairlawn,58,1. < HS Grad,46.9,6996.18
"Khan, Gabriel",Akron,56,2. HS Grad,57.9,7878.38
"Garcia, Briseidy",Akron,31,4. College Grad,22.2,3562.4
"Sailors, Taleah",Kent,29,5. Advanced Degree,80.8,10194.53
"Alkarim, Chau",Twinsburg,20,2. HS Grad,24,1451.98
"Rodriguez, Antonio",Fairlawn,45,4. College Grad,94.8,13577.95
"Reed, Cassondra",Hudson,61,2. HS Grad,59.7,5397.03
"Bhandary, Isabel",Kent,41,5. Advanced Degree,32.5,3881.9
"Wishar, Josephine",Twinsburg,49,2. HS Grad,54.6,6881.1
"Vasquez, Dylan",Fairlawn,24,3. Some College,54.7,5942.18
"Paul, Dylan",Hudson,63,5. Advanced Degree,232.8,32330.34
"Rodriguez, Cristiana",Fairlawn,53,2. HS Grad,78.3,10128.04
"Kellenberger, Shawnna",Solon,20,2. HS Grad,36.5,4815.58
"Curtis, Anthony",Kent,30,5. Advanced Degree,64.6,8034.61
"Martinez, Letyraial",Kent,56,5. Advanced Degree,120.8,14201.08
"Liu, David",Fairlawn,31,2. HS Grad,38.8,4629.9
"Horst, Alexandrina",Stow,24,2. HS Grad,42.7,4045.07
"Zeng, Steven",Akron,39,2. HS Grad,64.4,7810.31
"Lighthall, Dominique",Fairlawn,27,5. Advanced Degree,80.2,8127.18
"Schlosser, Piper",Twinsburg,37,2. HS Grad,27.8,3165.51
"Carter, Shakayla",Twinsburg,50,3. Some College,68.1,6051.31
"Henderson, Jade",Solon,38,2. HS Grad,61.4,5853.68
"Johnson, Abysolome",Kent,21,2. HS Grad,49.1,4001.91
"Gutierrez, Kristina-Rae",Akron,39,3. Some College,53.8,4642.33
"Henderson, Kiara",Fairlawn,40,3. Some College,53.5,4924.49
"Dumlao, Joshua",Twinsburg,47,2. HS Grad,46.1,4025.7
"Eggleston, Ryan",Twinsburg,41,3. Some College,41.3,3903.36
"Satterwhite, Aleea",Fairlawn,23,4. College Grad,20,2663.15
"Housholder, Devin",Akron,33,5. Advanced Degree,85.1,9580.08
"Berg, Richard",Fairlawn,58,4. College Grad,83.7,8049.81
"Egan, Blake",Kent,38,5. Advanced Degree,125.4,17895.67
"Sharma, Victoria",Stow,27,1. < HS Grad,37.6,4457.95
"Yong, Yeeleng",Solon,40,3. Some College,41.2,4976.81
"Martinez, Cynthia",Stow,55,5. Advanced Degree,98.9,13714.34
"Ortiz, Pablo",Akron,63,5. Advanced Degree,71.9,8624.09
"Padilla, Andy",Stow,37,4. College Grad,107.5,12902.95
"Begay-Watson, Jonathan",Akron,73,4. College Grad,18.6,3596.3
"Yoo, Caitlin",Fairlawn,74,4. College Grad,46.1,4870.8
"Hernandez, Brett",Fairlawn,63,2. HS Grad,49.2,6913.35
"Fleming-Joseph, Taylor",Akron,28,4. College Grad,60,8494.36
"Jacket, Brandon",Akron,27,3. Some College,25.9,4500.11
"Weiss, Savannah",Solon,36,1. < HS Grad,35.9,2555.6
"Nelson, Tesla",Hudson,43,4. College Grad,61,8344.68
"Santio, David",Stow,37,2. HS Grad,73.5,10543.82
"Auyeung, Sandra",Twinsburg,44,1. < HS Grad,61.7,5355.11
"Conover, Kiona",Hudson,56,5. Advanced Degree,86.3,10710.64
"Gomez, Angelo",Solon,50,4. College Grad,84.1,8762.76
"Peiffer, Damon",Stow,59,1. < HS Grad,25.1,1687
"Aldana, Gabriel",Akron,35,3. Some College,57.4,6466.34
"Pham, Amrita",Akron,66,4. College Grad,62.6,8808.39
"Akins, Darya",Stow,58,5. Advanced Degree,83.4,9501.05
"Mortensen, Alexa",Solon,51,3. Some College,51.2,4473.1
"Blakey, Scott",Fairlawn,50,2. HS Grad,47.4,5896.02
"Soufiani, William",Akron,41,3. Some College,36.1,5793.47
"Yeazel, Natasha",Hudson,28,2. HS Grad,82.9,10819.31
"Brewer, Niesha",Akron,43,5. Advanced Degree,39,2856.5
"Pisciotta, Alyssa",Twinsburg,31,2. HS Grad,51.2,5995.92
"Garcia, Brittany",Fairlawn,37,4. College Grad,57.7,8046.4
"Whiteside, Kylee",Akron,39,2. HS Grad,36.2,5609.32
"Krise, Hailey",Akron,53,4. College Grad,19,2840.11
"Kelly, William",Twinsburg,46,5. Advanced Degree,81.6,9998.43
"Smith, Dana",Akron,37,4. College Grad,60.9,5817.17
"Nguyen, Lio",Kent,23,3. Some College,40.7,4305.74
"Zhang, Jaspreet",Akron,42,4. College Grad,67.5,7837.65
"Rico, Desiree",Solon,31,3. Some College,36.1,3259.75
"Ross, Kelsey",Kent,29,3. Some College,29.2,1986.79
"Irwin, Markangelo",Kent,39,3. Some College,45.7,5645.24
"Kashinskie, Alisha",Fairlawn,44,2. HS Grad,51.7,6498.99
